ID,GENERO,RENTA,EDAD,NIV_EDUC,E_CIVIL,COD_OFI,COD_COM,CIUDAD,D_Marzo ,D_Abril,D_Mayo,D_Junio,D_Julio,D_Agosto,D_Septiembre,M_MOROSO,MONTO,SEGURO,FUGA
1.756,M       ,249.782,41,TEC     ,CAS     ,52,85,SANTIAGO        ,0,0,0,0,1.389,0,1.670,1,4.300.000,NO,NO FUGA
1.757,M       ,403.368,38,MED     ,CAS     ,67,193,CHILLAN         ,607.623,143.327,0,0,1.012,4.527,0,1,3.100.000,NO,NO FUGA
1.758,M       ,386.566,41,UNV     ,CAS     ,151,226,CONCEPCION      ,0,28.885,0,0,663,3.613,13.671,1,4.100.000,NO,NO FUGA
1.759,M       ,4.797.349,43,UNV     ,CAS     ,18,102,SANTIAGO        ,0,160.800,0,6.609,24,6.516,2,2,1.300.000,NO,FUGA
1.760,F       ,337.605,49,TEC     ,SOL     ,86,49,LOS ANDES       ,502.090,0,0,0,458,3.200,0,1,1.500.000,NO,NO FUGA
1.761,F       ,6.325.612,34,TEC     ,SOL     ,43,70,QUILPUE         ,0,762.911,0,151.025,1.041,0,455,1,8.000.000,NO,NO FUGA
1.762,M       ,119.387,41,        ,SOL     ,34,29,LA SERENA       ,0,875.758,0,0,1,0,0,1,8.000.000,NO,NO FUGA
1.763,F       ,1.094.545,47,UNV     ,CAS     ,45,88,SANTIAGO        ,0,38.586,0,386.617,0,0,28,1,5.000.000,NO,FUGA
1.764,M       ,723.561,41,UNV     ,CAS     ,120,85,SANTIAGO        ,138.555,19.859,0,259.248,454,18.431,1.019,1,8.000.000,NO,FUGA
1.765,M       ,75.077,41,TEC     ,CAS     ,17,80,SANTIAGO        ,0,226.550,0,0,1,0,0,1,1.700.000,NO,NO FUGA
1.766,F       ,4.393.530,39,TEC     ,SOL     ,104,90,SANTIAGO        ,0,8.013,0,825.069,1.202,0,886,3,2.900.000,NO,NO FUGA
1.767,M       ,27.072,52,UNV     ,CAS     ,55,90,SANTIAGO        ,0,892.337,0,0,81,0,0,1,500.000,NO,FUGA
1.768,M       ,3.147.564,43,MED     ,CAS     ,55,90,SANTIAGO        ,0,67.557,0,2.154.531,498,0,685,1,2.100.000,NO,FUGA
1.769,M       ,689.985,47,MED     ,CAS     ,79,148,SAN FERNANDO    ,422.071,67.644,0,452.851,1.154,0,1.210,2,1.400.000,NO,NO FUGA
1.770,F       ,858.907,47,UNV     ,CAS     ,71,326,PUNTA ARENAS    ,632.570,231.644,0,0,863,17.874,2,2,3.000.000,NO,NO FUGA
1.771,F       ,230.377,56,MED     ,CAS     ,13,16,ANTOFAGASTA     ,4.186.679,511.817,0,1.436.489,3.011,87.522,34.017,1,8.000.000,NO,NO FUGA
1.772,M       ,379.424,28,TEC     ,CAS     ,27,226,CONCEPCION      ,438.585,428.954,0,0,567,0,17.306,1,3.000.000,SI,FUGA
1.773,M       ,1.309.996,46,UNV     ,CAS     ,138,1,ARICA           ,1.679.190,210.556,0,80.726,7.491,0,1.363,2,1.300.000,NO,FUGA
1.774,M       ,1.389.838,45,MED     ,CAS     ,123,88,SANTIAGO        ,0,103.640,0,0,73,0,0,1,7.000.000,NO,FUGA
1.775,M       ,10.149,33,TEC     ,CAS     ,32,105,SANTIAGO        ,0,109.258,0,180.630,1,0,1.199,1,2.200.000,NO,NO FUGA
1.776,M       ,287.194,50,TEC     ,CAS     ,95,316,AYSEN           ,0,43.792,0,0,329,0,0,1,1.900.000,NO,NO FUGA
1.777,M       ,18.872,50,TEC     ,CAS     ,138,1,ARICA           ,0,494.423,0,26.822,92,0,0,1,4.000.000,NO,FUGA
1.778,M       ,524.971,53,UNV     ,SEP     ,130,99,SANTIAGO        ,0,490.600,0,8.712,854,811,1,2,3.000.000,NO,FUGA
1.779,F       ,126.058,26,EUN     ,SOL     ,38,80,SANTIAGO        ,0,90.418,0,116.517,0,0,29,0,2.000.000,NO,NO FUGA
1.780,M       ,228.245,56,UNV     ,SOL     ,73,89,SANTIAGO        ,0,68.001,0,0,1,0,4,1,1.700.000,NO,NO FUGA
1.781,F       ,3.644.747,37,TEC     ,SEP     ,40,112,SANTIAGO        ,0,39.903,0,152,3,0,13,1,2.000.000,NO,NO FUGA
1.782,F       ,373.753,58,MED     ,CAS     ,72,504,DIEGO DE ALMAGRO     ,0,509.414,0,0,1,0,9,1,1.400.000,NO,NO FUGA
1.783,M       ,31.340,40,MED     ,CAS     ,55,90,SANTIAGO        ,0,110.362,0,0,1.078,35.630,0,3,8.000.000,NO,FUGA
1.784,F       ,849.273,52,UNV     ,CAS     ,90,80,SANTIAGO        ,0,280.631,0,1.846.522,919,0,91,1,4.600.000,NO,FUGA
1.785,M       ,17.506,55,UNV     ,CAS     ,155,88,SANTIAGO        ,0,652.717,0,2.070,4,0,392,1,4.600.000,NO,FUGA
1.786,F       ,174.482,54,TEC     ,SOL     ,27,226,CONCEPCION      ,420.978,366.300,0,0,737,0,0,1,1.900.000,NO,FUGA
1.787,F       ,342.798,48,MED     ,CAS     ,56,135,MACHALI         ,285.479,407.541,0,653.839,3.622,0,4.308,3,6.200.000,SI,NO FUGA
1.788,M       ,430.021,51,MED     ,CAS     ,69,53,SAN FELIPE      ,0,113.275,0,0,189,0,0,1,1.900.000,NO,NO FUGA
1.789,M       ,14.010,51,MED     ,CAS     ,31,119,SANTIAGO        ,415.096,197.742,0,938.487,2.095,0,1.794,1,1.400.000,NO,FUGA
1.790,M       ,58.995,40,UNV     ,CAS     ,55,90,SANTIAGO        ,0,849.433,0,403.914,853,0,8.834,2,6.900.000,SI,FUGA
1.791,F       ,310.016,38,TEC     ,SOL     ,25,89,SANTIAGO        ,0,291.589,0,0,0,0,15.490,0,3.100.000,SI,NO FUGA
1.792,F       ,72.480,49,TEC     ,SEP     ,37,93,SANTIAGO        ,0,4.193,0,0,477,0,0,1,650.000,SI,NO FUGA
1.793,F       ,1.655.547,38,TEC     ,VIU     ,40,67,VINA DEL MAR    ,0,864.765,0,642.389,0,17.522,0,0,1.600.000,SI,NO FUGA
1.794,F       ,543.937,40,TEC     ,CAS     ,60,291,PUERTO MONTT    ,0,262.918,0,0,0,0,31,0,2.800.000,NO,NO FUGA
1.795,F       ,239.098,50,TEC     ,SOL     ,90,80,SANTIAGO        ,506.789,108.276,0,148.452,815,0,23,1,550.000,NO,FUGA
1.796,M       ,228.332,26,TEC     ,SOL     ,27,226,CONCEPCION      ,0,26.851,0,42.257,271,0,57,2,900.000,NO,FUGA
1.797,F       ,1.165.987,44,TEC     ,CAS     ,27,226,CONCEPCION      ,0,0,0,0,0,0,0,1,7.000.000,NO,FUGA
1.798,M       ,647.536,99,MED     ,CAS     ,122,97,SANTIAGO        ,0,169.828,0,274.195,450,4.286,206,2,1.800.000,NO,FUGA
1.799,M       ,154.483,53,TEC     ,CAS     ,27,226,CONCEPCION      ,0,679.466,0,398.017,140,0,168,1,2.400.000,NO,FUGA
1.800,M       ,5.266.445,42,UNV     ,CAS     ,55,90,SANTIAGO        ,0,287.242,758.633,0,1.027,0,3.682,1,3.000.000,NO,FUGA
1.801,M       ,581.779,47,MED     ,CAS     ,90,85,SANTIAGO        ,0,1.080.858,0,99,672,9.658,246,2,8.000.000,NO,FUGA
1.802,M       ,423.327,49,UNV     ,SOL     ,138,1,ARICA           ,0,69.571,0,0,225,0,0,1,1.100.000,NO,FUGA
1.803,M       ,283.440,48,UNV     ,,148,90,SANTIAGO        ,0,124.072,0,0,40,0,0,1,1.900.000,SI,FUGA
1.804,F       ,115.975,43,TEC     ,CAS     ,65,74,SAN ANTONIO     ,0,315.707,0,1.807,0,0,139,0,1.100.000,NO,NO FUGA
1.805,M       ,702.680,48,UNV     ,CAS     ,78,182,LINARES         ,0,348.070,0,0,331,0,0,1,3.200.000,NO,NO FUGA
1.806,M       ,99.386,28,MED     ,CAS     ,27,226,CONCEPCION      ,0,48.917,0,0,55,0,0,1,2.600.000,NO,FUGA
1.807,M       ,447.318,26,UNV     ,CAS     ,27,226,CONCEPCION      ,0,28.509,0,33.238,74,0,119,1,1.800.000,NO,FUGA
1.808,M       ,456.144,37,UNV     ,SOL     ,27,226,CONCEPCION      ,0,30.264,0,21.788,794,16.328,538,2,1.800.000,NO,NO FUGA
1.809,F       ,590.965,44,MED     ,CAS     ,90,118,SANTIAGO        ,0,0,0,0,3,0,11.154,2,4.700.000,NO,NO FUGA
1.810,F       ,758.886,41,MED     ,CAS     ,90,89,SANTIAGO        ,0,751.577,0,0,2.087,23.661,193,1,4.500.000,NO,NO FUGA
1.811,F       ,510.791,47,TEC     ,CAS     ,79,148,SAN FERNANDO    ,545.258,94.731,0,996.233,1.150,0,393,2,1.400.000,NO,NO FUGA
1.812,F       ,4.520.348,32,TEC     ,SOL     ,93,85,SANTIAGO        ,0,350.040,0,0,308,23.764,1,1,3.900.000,NO,NO FUGA
1.813,M       ,535.161,39,TEC     ,SEP     ,76,45,PETORCA         ,0,34.588,0,67.036,1,0,0,1,2.300.000,NO,NO FUGA
1.814,M       ,51.149,29,TEC     ,SOL     ,52,94,SANTIAGO        ,0,17.111,0,0,60,0,0,1,1.700.000,NO,FUGA
1.815,M       ,1.029.459,45,MED     ,CAS     ,31,119,SANTIAGO        ,0,22.969,0,8.472,8,5.676,18,1,5.000.000,NO,FUGA
1.816,M       ,47.782,48,UNV     ,CAS     ,55,90,SANTIAGO        ,0,57.306,0,13.056,27,0,2,1,3.800.000,NO,FUGA
1.817,M       ,741.857,44,MED     ,CAS     ,84,105,SANTIAGO        ,0,7.952,0,145,547,1.811,214,2,3.200.000,NO,FUGA
1.818,M       ,238.120,54,UNV     ,CAS     ,138,87,SANTIAGO        ,0,251.854,0,350.020,2,0,307,1,4.000.000,NO,FUGA
1.819,M       ,590.322,47,UNV     ,CAS     ,146,90,SANTIAGO        ,0,1.051.230,0,102.352,145,13.468,0,1,1.100.000,NO,FUGA
1.820,F       ,2.685.243,40,TEC     ,VIU     ,34,103,SANTIAGO        ,0,177.837,0,155.235,498,0,222,1,1.900.000,NO,NO FUGA
1.821,F       ,340.138,53,TEC     ,SOL     ,80,84,SANTIAGO        ,1.998.336,97.826,1.829.912,233.947,821,0,351,1,600.000,NO,FUGA
1.822,M       ,1.427.774,51,TEC     ,CAS     ,90,86,SANTIAGO        ,0,0,5.401.800,0,102,0,21.271,1,8.000.000,NO,NO FUGA
1.823,F       ,31.827,41,TEC     ,SOL     ,44,173,TALCA           ,0,241.351,0,0,2.047,20.212,2.544,1,8.000.000,SI,NO FUGA
1.824,M       ,945.970,44,UNV     ,SOL     ,141,31,COQUIMBO        ,0,896.583,0,80.334,28,0,304,1,3.100.000,NO,NO FUGA
1.825,M       ,1.632.627,42,MED     ,CAS     ,31,120,SANTIAGO        ,0,548.197,0,0,5,0,38,1,4.400.000,NO,FUGA
1.826,F       ,189.630,48,UNV     ,CAS     ,79,89,SANTIAGO        ,193.375,267,0,0,756,0,0,1,1.400.000,NO,FUGA
1.827,M       ,370.324,40,MED     ,CAS     ,15,66,VALPARAISO      ,0,466.151,0,0,8,0,0,1,3.400.000,NO,NO FUGA
1.828,F       ,290.578,47,MED     ,SOL     ,72,504,DIEGO DE ALMAGRO     ,0,372,0,762.679,525,0,101,3,2.100.000,SI,NO FUGA
1.829,F       ,325.729,51,MED     ,CAS     ,91,279,PANGUIPULLI     ,0,74.546,0,35.628,142,0,68,1,1.700.000,NO,NO FUGA
1.830,M       ,184.078,48,UNV     ,CAS     ,37,104,SANTIAGO        ,813.762,0,0,2.380.471,1.801,0,271,1,2.100.000,NO,FUGA
1.831,M       ,571.304,48,MED     ,CAS     ,102,105,SANTIAGO        ,0,45.772,0,0,77,15.744,0,2,3.300.000,NO,FUGA
1.832,F       ,3.980.164,36,MED     ,SOL     ,90,89,SANTIAGO        ,1.306.916,608.035,0,0,2.789,2.231,195,1,3.400.000,NO,NO FUGA
1.833,M       ,195.177,49,MED     ,CAS     ,31,119,SANTIAGO        ,0,116.273,0,0,642,0,80,3,6.200.000,NO,FUGA
1.834,F       ,143.622,23,TEC     ,SOL     ,36,67,VINA DEL MAR    ,0,120.416,0,6.140,6,0,272,1,1.300.000,NO,NO FUGA
1.835,M       ,98.697,49,UNV     ,CAS     ,138,1,ARICA           ,0,101.949,0,198.633,409,0,65,3,1.500.000,NO,FUGA
1.836,F       ,105.002,42,MED     ,CAS     ,82,105,SANTIAGO        ,0,26.120,0,249.150,236,362,236,1,1.900.000,NO,NO FUGA
1.837,F       ,1.514.486,50,UNV     ,CAS     ,31,119,SANTIAGO        ,0,731.162,3.383.601,0,0,0,2.614,1,8.000.000,NO,FUGA
1.838,M       ,3.790.004,41,UNV     ,CAS     ,125,105,SANTIAGO        ,0,42.581,0,81.442,21,0,20,1,1.900.000,SI,FUGA
1.839,M       ,266.359,41,MED     ,CAS     ,39,93,SANTIAGO        ,0,141.020,0,610.016,2.024,0,1.522,2,6.200.000,SI,FUGA
1.840,M       ,74.232,35,UNV     ,CAS     ,15,66,VALPARAISO      ,0,11.769,3.621.504,0,0,0,66,0,1.700.000,SI,NO FUGA
1.841,M       ,460.122,55,TEC     ,CAS     ,120,116,SANTIAGO        ,1.400.225,76.985,0,182.432,1.644,0,191,1,3.600.000,NO,FUGA
1.842,M       ,168.076,29,EUN     ,SOL     ,60,287,PUERTO OCTAY    ,0,124.131,0,243.784,0,0,210,0,1.700.000,NO,NO FUGA
1.843,F       ,61.104,50,TEC     ,SOL     ,116,131,RANCAGUA        ,0,503.716,0,0,1,0,0,1,4.400.000,SI,NO FUGA
1.844,F       ,59.046,34,TEC     ,SEP     ,14,85,SANTIAGO        ,0,0,0,0,0,0,0,0,2.400.000,NO,NO FUGA
1.845,F       ,39.737,57,TEC     ,SOL     ,85,88,SANTIAGO        ,0,238.742,0,256.057,399,0,23,1,1.400.000,SI,NO FUGA
1.846,F       ,362.812,26,UNV     ,SOL     ,90,91,SANTIAGO        ,0,83.617,0,0,0,15.511,2,0,1.700.000,NO,NO FUGA
1.847,F       ,751.547,40,TEC     ,VIU     ,151,226,CONCEPCION      ,0,358.335,0,0,807,0,0,3,1.000.000,SI,NO FUGA
1.848,F       ,394.365,40,MED     ,CAS     ,24,88,SANTIAGO        ,0,0,0,0,861,0,0,1,750.000,NO,NO FUGA
1.849,F       ,43.699,59,TEC     ,SOL     ,71,326,PUNTA ARENAS    ,0,1.121.489,0,0,480,0,0,1,8.000.000,SI,NO FUGA
1.850,M       ,36.264,31,UNV     ,CAS     ,60,291,PUERTO MONTT    ,0,324.039,0,224.482,1.057,975,361,2,800.000,NO,NO FUGA
1.851,M       ,124.885,54,TEC     ,SOL     ,27,226,CONCEPCION      ,1.604.117,1.308,0,0,96,137,264,3,3.100.000,NO,FUGA
1.852,M       ,347.768,49,UNV     ,CAS     ,138,1,ARICA           ,0,213.130,0,0,0,0,30,1,2.300.000,NO,FUGA
1.853,M       ,113.295,49,UNV     ,SOL     ,45,84,SANTIAGO        ,0,24.053,0,2.258,154,0,2,1,1.900.000,SI,FUGA
1.854,M       ,2.582.704,38,UNV     ,CAS     ,55,90,SANTIAGO        ,0,593.598,0,90.125,246,0,231,2,1.900.000,NO,FUGA
1.855,M       ,76.441,55,UNV     ,CAS     ,55,90,SANTIAGO        ,0,388.056,0,0,0,0,7.617,1,3.000.000,SI,FUGA
1.856,M       ,55.129,45,MED     ,VIU     ,55,90,SANTIAGO        ,0,974.384,0,97.173,13,0,2.757,2,6.200.000,NO,FUGA
1.857,F       ,79.553,34,MED     ,CAS     ,90,88,SANTIAGO        ,0,581.362,0,0,16,12.541,7,1,8.000.000,NO,NO FUGA
1.858,M       ,1.043.944,45,TEC     ,CAS     ,59,88,SANTIAGO        ,0,0,0,0,252,6.235,5,1,6.800.000,NO,NO FUGA
1.859,F       ,621.146,38,TEC     ,VIU     ,105,59,QUILLOTA        ,1.857.467,121.102,0,366.911,2.299,0,22.073,1,4.300.000,SI,NO FUGA
1.860,F       ,572.903,55,TEC     ,SOL     ,90,92,SANTIAGO        ,0,895.206,0,0,6,12.482,81,1,2.900.000,NO,FUGA
1.861,M       ,261.690,45,MED     ,CAS     ,82,80,SANTIAGO        ,0,62.873,0,0,169,5.048,0,2,1.800.000,NO,FUGA
1.862,M       ,388.890,46,UNV     ,SOL     ,31,119,SANTIAGO        ,432.727,232.139,0,0,1.835,5.937,25,2,1.200.000,NO,FUGA
1.863,M       ,778.503,49,UNV     ,CAS     ,10,1,ARICA           ,96.394,511.657,0,0,405,0,0,2,8.000.000,NO,NO FUGA
1.864,M       ,254.840,43,UNV     ,CAS     ,138,1,ARICA           ,0,81.905,0,0,12,0,10,2,3.700.000,NO,FUGA
1.865,M       ,346.184,52,UNV     ,SOL     ,48,87,SANTIAGO        ,0,376.781,0,0,252,0,0,1,3.200.000,NO,FUGA
1.866,M       ,2.539,48,UNV     ,SOL     ,138,1,ARICA           ,1.779.360,153.132,0,12.116,2.243,0,0,1,2.700.000,NO,FUGA
1.867,M       ,133.884,55,UNV     ,SOL     ,144,89,SANTIAGO        ,0,184.605,0,69.136,225,24.222,268,1,8.000.000,NO,NO FUGA
1.868,F       ,61.602,34,EUN     ,CAS     ,67,510,SANTIAGO        ,0,0,0,0,1.073,0,198,1,1.300.000,NO,NO FUGA
1.869,F       ,28.781,60,MED     ,SOL     ,59,88,SANTIAGO        ,0,250.812,0,41.887,105,0,0,1,1.700.000,SI,NO FUGA
1.870,M       ,972.020,46,MED     ,CAS     ,19,115,SANTIAGO        ,0,433.443,0,0,227,0,1,2,4.700.000,NO,FUGA
1.871,M       ,28.120,40,UNV     ,CAS     ,139,88,SANTIAGO        ,0,31.157,0,1.144.221,4.309,0,2.898,3,2.900.000,NO,FUGA
1.872,F       ,70.064,30,UNV     ,CAS     ,33,27,HUASCO          ,0,656.110,0,0,7,0,0,1,1.700.000,NO,NO FUGA
1.873,M       ,677.093,40,TEC     ,SOL     ,98,127,TALAGANTE       ,148.009,17,0,124.209,235,0,217,1,2.300.000,SI,NO FUGA
1.874,M       ,47.625,51,UNV     ,CAS     ,37,109,SANTIAGO        ,0,5.234,0,0,5,994,0,1,2.100.000,NO,FUGA
1.875,F       ,1.164.229,28,EUN     ,SOL     ,102,88,SANTIAGO        ,0,32.154,0,0,252,0,0,1,2.400.000,NO,NO FUGA
1.876,F       ,216.087,27,UNV     ,CAS     ,138,85,SANTIAGO        ,0,38.514,0,109.348,363,0,520,3,1.500.000,NO,NO FUGA
1.877,M       ,239.345,41,MED     ,CAS     ,144,93,SANTIAGO        ,0,0,0,0,0,0,1,0,5.000.000,NO,NO FUGA
1.878,M       ,866.478,43,UNV     ,CAS     ,152,89,SANTIAGO        ,0,209.362,0,1.297.587,1.859,0,505,3,2.600.000,NO,FUGA
1.879,F       ,464.315,45,UNV     ,SOL     ,100,85,SANTIAGO        ,578.459,0,0,0,726,0,6.812,2,3.400.000,NO,FUGA
1.880,F       ,12.269,53,MED     ,CAS     ,55,93,SANTIAGO        ,0,52.313,0,0,0,0,0,0,3.700.000,NO,NO FUGA
1.881,M       ,188.117,45,MED     ,CAS     ,31,119,SANTIAGO        ,0,993.779,0,305.985,3,0,65,1,4.200.000,NO,FUGA
1.882,M       ,232.498,53,MED     ,CAS     ,17,80,SANTIAGO        ,706.531,933.845,0,70.679,359,40.619,153,1,1.200.000,NO,FUGA
1.883,M       ,4.089.431,39,UNV     ,CAS     ,55,90,SANTIAGO        ,368.177,271,0,154.596,609,14.184,213,3,600.000,SI,FUGA
1.884,F       ,1.462.571,56,MED     ,SEP     ,51,88,SANTIAGO        ,1.570.711,649.015,0,1.087,0,0,0,0,5.500.000,NO,NO FUGA
1.885,M       ,714.326,49,UNV     ,CAS     ,45,92,SANTIAGO        ,949.383,47.836,0,413.812,695,0,688,1,2.700.000,NO,FUGA
1.886,M       ,132.466,54,UNV     ,SOL     ,27,88,SANTIAGO        ,0,456.324,0,451.054,1.418,0,1.259,3,2.600.000,NO,FUGA
1.887,M       ,807.495,33,UNV     ,CAS     ,21,502,CALAMA    ,1.527.800,93.725,0,473.082,281,0,143,1,2.700.000,NO,NO FUGA
1.888,M       ,2.738.328,53,TEC     ,CAS     ,27,226,CONCEPCION      ,9.458.161,97.834,0,963.710,5.347,0,31.079,3,3.000.000,SI,FUGA
1.889,F       ,77.004,42,TEC     ,SOL     ,61,284,OSORNO          ,0,874.785,0,47.867,8,11.046,217,1,8.000.000,SI,NO FUGA
1.890,F       ,36.729,54,TEC     ,SOL     ,15,66,VALPARAISO      ,0,0,0,0,53,0,0,1,3.800.000,SI,NO FUGA
1.891,F       ,204.007,41,TEC     ,CAS     ,138,1,ARICA           ,18.581,119.879,0,0,1.081,0,1.199,3,1.900.000,NO,FUGA
1.892,M       ,324.431,43,UNV     ,CAS     ,31,119,SANTIAGO        ,0,92.456,0,0,0,8.155,0,1,1.500.000,NO,FUGA
1.893,M       ,2.659.848,44,MED     ,CAS     ,45,103,SANTIAGO        ,0,428.564,0,0,621,3.353,0,2,1.500.000,NO,FUGA
1.894,F       ,898.247,46,UNV     ,SEP     ,138,1,ARICA           ,0,193.487,0,0,16,3.572,0,1,4.200.000,NO,FUGA
1.895,F       ,335.793,44,TEC     ,SOL     ,83,88,SANTIAGO        ,0,36.404,0,30.349,1.427,0,51,3,1.500.000,NO,NO FUGA
1.896,F       ,1.971.035,53,MED     ,CAS     ,90,88,SANTIAGO        ,0,0,0,0,275,7.568,2.295,1,8.000.000,NO,NO FUGA
1.897,F       ,1.762.374,52,MED     ,CAS     ,102,90,SANTIAGO        ,0,2.516.805,0,0,0,0,17,0,8.000.000,NO,NO FUGA
1.898,M       ,372.927,47,TEC     ,SOL     ,138,1,ARICA           ,1.256.693,278.013,0,23.221,0,0,6.232,1,2.700.000,NO,FUGA
1.899,F       ,347.287,29,UNV     ,CAS     ,107,87,SANTIAGO        ,0,1.058.090,0,121.371,267,0,0,1,1.300.000,NO,NO FUGA
1.900,M       ,640.127,40,TEC     ,SOL     ,138,1,ARICA           ,2.990.702,24.449,0,39.249,2.317,0,1.543,3,1.100.000,SI,FUGA
1.901,F       ,116.550,54,TEC     ,CAS     ,27,226,CONCEPCION      ,0,2.724,0,45.707,127,0,30,1,2.000.000,NO,FUGA
1.902,F       ,237.764,32,MED     ,CAS     ,88,61,CALERA       ,0,126.338,0,200.971,1.370,0,212,3,2.000.000,NO,NO FUGA
1.903,F       ,20.996,52,TEC     ,SOL     ,60,291,PUERTO MONTT    ,0,92.149,0,0,322,23.843,78,1,5.700.000,SI,NO FUGA
1.904,F       ,3.007.619,40,TEC     ,VIU     ,78,182,LINARES         ,0,447.555,0,0,435,0,0,1,600.000,NO,NO FUGA
1.905,F       ,193.518,41,UNV     ,CAS     ,103,127,TALAGANTE       ,0,224.946,0,0,0,12.670,0,0,3.500.000,NO,NO FUGA
1.906,M       ,313.557,55,MED     ,CAS     ,57,112,SANTIAGO        ,0,299.027,0,85.791,0,0,14,0,1.900.000,NO,NO FUGA
1.907,F       ,225.340,56,TEC     ,CAS     ,73,89,SANTIAGO        ,0,266.914,0,0,1,0,26,1,1.700.000,NO,NO FUGA
1.908,M       ,484.368,51,MED     ,CAS     ,90,93,SANTIAGO        ,0,72.923,0,15.594,1.103,0,12,2,2.200.000,NO,FUGA
1.909,M       ,471.986,64,TEC     ,CAS     ,18,118,SANTIAGO        ,0,400.015,0,89.906,727,0,0,2,750.000,NO,NO FUGA
1.910,F       ,20.558,42,MED     ,SEP     ,74,272,VALDIVIA        ,1.509.527,405.049,0,0,3.785,0,668,1,600.000,SI,NO FUGA
1.911,M       ,272.339,48,UNV     ,SOL     ,28,80,SANTIAGO        ,0,506.364,0,139.721,0,0,12,1,4.400.000,NO,FUGA
1.912,F       ,34.813,32,MED     ,CAS     ,94,301,ANCUD           ,0,3.386,0,197.815,65,0,38,1,2.100.000,NO,NO FUGA
1.913,F       ,154.366,48,MED     ,CAS     ,79,89,SANTIAGO        ,449.035,50.784,0,0,487,0,0,1,1.400.000,NO,FUGA
1.914,M       ,6.353.084,44,MED     ,CAS     ,55,90,SANTIAGO        ,0,120.148,0,120.131,31,0,15,2,2.400.000,SI,FUGA
1.915,F       ,5.706.020,34,TEC     ,SOL     ,13,16,ANTOFAGASTA     ,205.933,3.573,0,423.340,1.075,0,146,1,1.400.000,NO,NO FUGA
1.916,M       ,608.404,48,UNV     ,SEP     ,31,119,SANTIAGO        ,0,335.645,0,0,169,0,0,2,3.000.000,SI,FUGA
1.917,F       ,343.933,50,UNV     ,SOL     ,103,93,SANTIAGO        ,750.750,33,0,43.783,1.181,0,219,1,1.500.000,NO,FUGA
1.918,F       ,230.631,24,UNV     ,SOL     ,31,119,SANTIAGO        ,561.333,0,0,0,860,0,11,1,1.200.000,NO,FUGA
1.919,M       ,45.240,45,MED     ,CAS     ,55,90,SANTIAGO        ,14.917,567,0,0,444,0,425,1,1.400.000,NO,FUGA
1.920,F       ,297.383,49,TEC     ,CAS     ,20,49,LOS ANDES       ,0,247.722,0,356.976,115,0,2.462,2,8.000.000,NO,NO FUGA
1.921,F       ,504.668,60,MED     ,CAS     ,18,118,SANTIAGO        ,0,49.144,0,0,40,0,0,1,3.400.000,SI,NO FUGA
1.922,F       ,25.641,51,MED     ,SOL     ,94,301,ANCUD           ,0,132.380,0,0,0,12.505,5,0,8.000.000,SI,NO FUGA
1.923,M       ,3.619.351,43,UNV     ,CAS     ,90,85,SANTIAGO        ,192.655,567.650,0,395.052,131,14.099,33,2,1.100.000,NO,FUGA
1.924,M       ,186.796,45,UNV     ,SOL     ,31,119,SANTIAGO        ,0,276.282,0,7.113,197,0,123,1,1.300.000,NO,FUGA
1.925,M       ,641.450,52,UNV     ,CAS     ,24,90,SANTIAGO        ,0,434.635,0,245.094,239,0,19,1,1.700.000,NO,FUGA
1.926,F       ,944.847,30,TEC     ,CAS     ,46,35,OVALLE          ,165.704,174.391,0,0,1.398,0,0,1,500.000,SI,NO FUGA
1.927,F       ,5.191.661,29,TEC     ,SOL     ,118,111,SANTIAGO        ,0,579.001,0,0,281,0,0,1,1.000.000,NO,NO FUGA
1.928,M       ,12.190,41,MED     ,CAS     ,55,90,SANTIAGO        ,0,219.867,0,0,1.267,0,0,2,2.200.000,NO,FUGA
1.929,F       ,442.988,46,MED     ,VIU     ,10,131,RANCAGUA        ,0,0,0,0,1,17.339,0,1,2.400.000,NO,NO FUGA
1.930,F       ,268.926,26,TEC     ,SOL     ,17,93,SANTIAGO        ,0,57.499,0,0,19,0,0,1,1.800.000,NO,NO FUGA
1.931,M       ,260.711,39,MED     ,SEP     ,71,326,PUNTA ARENAS    ,0,0,0,0,13,0,30,2,2.000.000,NO,NO FUGA
1.932,F       ,4.234.044,37,TEC     ,VIU     ,125,89,SANTIAGO        ,0,568.364,0,19.992,186,5.787,343,1,2.200.000,NO,NO FUGA
1.933,M       ,3.444.834,41,UNV     ,CAS     ,55,90,SANTIAGO        ,673.029,14.084,0,1.184.193,659,0,382,1,1.400.000,NO,FUGA
1.934,M       ,160.163,52,UNV     ,SOL     ,138,1,ARICA           ,0,216.440,0,6.943,601,0,113,1,4.600.000,NO,FUGA
1.935,M       ,27.615,38,UNV     ,CAS     ,14,22,COPIAPO         ,0,0,0,24.382,0,0,437,0,4.000.000,SI,NO FUGA
1.936,M       ,523.453,41,TEC     ,CAS     ,13,16,ANTOFAGASTA     ,0,188.800,0,881.977,0,14.932,408,0,4.000.000,NO,NO FUGA
1.937,M       ,909.300,53,UNV     ,SOL     ,98,88,SANTIAGO        ,0,196.043,0,156.330,1.920,0,2.757,1,8.000.000,NO,FUGA
1.938,M       ,55.955,45,UNV     ,CAS     ,55,90,SANTIAGO        ,0,122.497,0,591.155,7,0,5.086,1,2.400.000,NO,FUGA
